,Date,Sup.,Mich.,Huron,Erie,Ont.,St.Clr
5561,2010/3/24 0:00,1.42,1.83,1.12,1,2.69,0.22
5562,2010/3/25 0:00,1.6,2.12,1.2,0.99,2.76,0.23
5563,2010/3/26 0:00,1.89,2.31,1.28,1.12,2.67,0.23
5564,2010/3/27 0:00,1.87,2.26,1.33,1.36,2.6,0.23
5565,2010/3/28 0:00,1.69,2.1,1.37,1.34,2.69,0.23
5566,2010/3/29 0:00,1.57,2.03,1.41,1.2,2.81,0.23
5567,2010/3/30 0:00,1.47,1.94,1.51,0.74,3.05,0.23
5568,2010/3/31 0:00,1.51,2.1,1.53,0.77,3.19,0.23
5569,2010/4/1 0:00,1.5,2.37,1.6,0.87,3.4,0.23
5570,2010/4/2 0:00,1.5,2.39,1.65,0.91,3.55,0.24
5571,2010/4/3 0:00,1.51,2.29,1.67,0.92,3.72,0.24
5572,2010/4/4 0:00,1.55,2.28,1.7,0.95,3.88,0.24
5573,2010/4/5 0:00,1.64,2.38,1.76,1.02,4.07,0.24
5574,2010/4/6 0:00,2.16,4.03,2.7,5.37,4.54,6.91
5575,2010/4/7 0:00,2.12,3.99,2.63,5.29,4.37,6.99
5576,2010/4/8 0:00,2.1,3.96,2.55,5.14,4.2,7.09
5577,2010/4/9 0:00,2.06,3.95,2.49,5.06,4.09,7.15
5578,2010/4/10 0:00,2.13,4.04,2.5,5.11,4.08,7.31
5579,2010/4/11 0:00,2.23,4.19,2.57,5.22,4.14,7.66
5580,2010/4/12 0:00,2.24,4.24,2.6,5.36,4.21,7.87
5581,2010/4/13 0:00,2.86,4.28,3.55,5.68,4.4,8.07
5582,2010/4/14 0:00,2.94,4.29,3.64,6.06,4.48,8.37
5583,2010/4/15 0:00,2.98,4.27,3.75,6.47,4.53,8.62
5584,2010/4/16 0:00,2.91,4.22,3.85,6.42,4.53,8.66
5585,2010/4/17 0:00,2.86,4.2,3.9,6.25,4.56,8.64
5586,2010/4/18 0:00,2.9,4.25,3.91,6.24,4.6,8.54
5587,2010/4/19 0:00,2.92,4.3,3.92,6.29,4.63,8.57
5588,2010/4/20 0:00,2.99,4.43,4.06,6.63,4.71,8.93
5589,2010/4/21 0:00,3.05,4.57,4.17,7.12,4.87,9.47
5590,2010/4/22 0:00,3.15,4.68,4.25,7.16,4.96,9.52
5591,2010/4/23 0:00,3.26,4.76,4.4,7.21,5.03,9.49
5592,2010/4/24 0:00,3.35,4.9,4.56,7.33,5.18,9.42
5593,2010/4/25 0:00,3.43,5.07,4.71,7.52,5.3,9.38
5594,2010/4/26 0:00,3.52,5.16,4.83,7.6,5.5,9.19
5595,2010/4/27 0:00,3.59,5.06,4.97,7.4,5.52,8.48
5596,2010/4/28 0:00,3.75,5.32,4.96,7.71,5.58,9.3
5597,2010/4/29 0:00,3.76,5.54,5.02,8.12,5.59,9.89
5598,2010/4/30 0:00,3.88,5.98,5.34,8.95,5.81,10.53
5599,2010/5/1 0:00,4.04,6.21,5.69,9.39,6.12,10.98
5600,2010/5/2 0:00,4.02,6.22,5.88,9.66,6.53,11.56
5601,2010/5/3 0:00,3.92,6.27,6.01,9.98,6.85,12.3
5602,2010/5/4 0:00,3.87,6.36,5.99,10.18,6.89,12.82
5603,2010/5/5 0:00,3.81,6.36,5.96,10.26,6.84,13.09
5604,2010/5/6 0:00,3.76,6.24,5.88,10.15,6.62,12.98
5605,2010/5/7 0:00,3.76,6.15,5.81,10.04,6.43,12.64
5606,2010/5/8 0:00,3.79,6.05,5.72,9.85,6.17,12.2
5607,2010/5/9 0:00,3.81,6.03,5.67,9.69,5.94,11.75
5608,2010/5/10 0:00,3.89,6.13,5.74,9.74,5.9,11.57
5609,2010/5/11 0:00,4.06,6.29,5.94,9.88,6.04,11.49
5610,2010/5/12 0:00,4.25,6.49,6.16,9.94,6.36,11.16
5611,2010/5/13 0:00,4.42,6.7,6.35,10.03,6.65,11.01
5612,2010/5/14 0:00,4.61,6.89,6.55,10.17,6.96,10.99
5613,2010/5/15 0:00,4.75,7.11,6.81,10.26,7.12,11.04
5614,2010/5/16 0:00,5.02,7.49,7.18,10.63,7.53,11.36
5615,2010/5/17 0:00,5.33,8.05,7.84,11.17,8.14,11.7
5616,2010/5/18 0:00,5.47,8.57,8.6,11.64,8.8,12.24
5617,2010/5/19 0:00,5.64,9.21,9.17,11.96,9.19,12.67
5618,2010/5/20 0:00,5.74,9.77,9.66,12.38,9.78,13.4
5619,2010/5/21 0:00,5.85,10.51,10.22,13.44,10.75,14.36
5620,2010/5/22 0:00,6.25,11.65,11.1,14.76,12.14,15.34
5621,2010/5/23 0:00,6.98,12.67,12.12,15.63,13.35,16.26
5622,2010/5/24 0:00,7.72,13.55,13.11,16.5,14.33,17.47
5623,2010/5/25 0:00,7.97,14.16,13.93,17.4,15.34,18.08
5624,2010/5/26 0:00,7.58,14.26,14.36,18.22,15.53,18.71
5625,2010/5/27 0:00,7.03,13.95,14.32,18.99,15.6,19.38
5626,2010/5/28 0:00,6.93,13.85,14.09,19.37,15.77,19.58
5627,2010/5/29 0:00,7.11,14.16,14.09,19.7,16.02,19.86
5628,2010/5/30 0:00,7.22,14.51,14.31,20.18,16.41,20.06
5629,2010/5/31 0:00,7.18,14.51,14.31,20.33,16.67,20.22
5630,2010/6/1 0:00,7.24,14.39,14.09,20.14,16.77,20.32
5631,2010/6/2 0:00,7.41,14.18,13.97,19.73,16.71,20.24
5632,2010/6/3 0:00,7.69,13.97,13.76,18.94,16.6,19.93
5633,2010/6/4 0:00,7.7,13.95,13.56,18.42,16.49,19.81
5634,2010/6/5 0:00,7.54,13.84,13.29,18.07,16.28,19.84
5635,2010/6/6 0:00,7.47,13.75,12.91,17.48,15.35,19.45
5636,2010/6/7 0:00,7.58,13.82,12.71,17.11,14.57,19.24
5637,2010/6/8 0:00,7.67,13.92,12.74,17.06,14.37,19.23
5638,2010/6/9 0:00,7.65,13.89,12.77,17.23,14.49,19.32
5639,2010/6/10 0:00,7.67,13.86,12.7,17.4,14.78,19.38
5640,2010/6/11 0:00,7.98,14.05,12.84,17.68,15.2,19.71
5641,2010/6/12 0:00,8.4,14.4,12.79,17.61,14.78,19.69
5642,2010/6/13 0:00,8.89,14.86,12.58,16.94,13.7,18.72
5643,2010/6/14 0:00,9.24,15.22,13.06,17.96,14.39,19.21
5644,2010/6/15 0:00,9.36,15.78,13.52,18.86,15.17,20.31
5645,2010/6/16 0:00,9.4,16.09,13.7,19.12,15.47,20.9
5646,2010/6/17 0:00,9.49,16.34,13.86,19.4,15.5,21.38
5647,2010/6/18 0:00,9.43,16.53,14.16,20.05,16.13,21.65
5648,2010/6/19 0:00,9.65,16.65,14.45,20.4,16.65,21.86
5649,2010/6/20 0:00,10.13,16.98,14.57,20.43,16.88,21.99
5650,2010/6/21 0:00,10.51,17.44,14.84,20.64,17.1,22.12
5651,2010/6/22 0:00,10.95,17.88,14.97,20.85,17.22,22.32
5652,2010/6/23 0:00,10.99,17.78,14.86,20.98,17.32,22.23
5653,2010/6/24 0:00,10.74,17.4,14.66,20.89,17.36,21.67
5654,2010/6/25 0:00,10.8,17.13,14.2,20.86,17.28,21.16
5655,2010/6/26 0:00,11.03,17.58,14.62,21.3,17.41,22.24
5656,2010/6/27 0:00,11.11,18.08,15.15,21.56,17.58,22.74
5657,2010/6/28 0:00,10.93,18.12,15.27,21.6,17.81,22.46
5658,2010/6/29 0:00,10.82,17.98,15.08,21.55,17.59,22.15
5659,2010/6/30 0:00,11.06,18.02,14.99,21.51,17.22,22.15
5660,2010/7/1 0:00,11.77,18.23,15.23,21.66,17.26,22.27
5661,2010/7/2 0:00,12.73,18.42,15.7,21.98,17.63,22.54
5662,2010/7/3 0:00,13.88,18.73,16.28,22.26,18.31,22.8
5663,2010/7/4 0:00,14.53,19.18,16.95,22.81,19.5,23.52
5664,2010/7/5 0:00,14.59,19.45,17.67,23.47,20.89,24.22
5665,2010/7/6 0:00,14.47,19.62,18.43,24.07,21.82,24.77
5666,2010/7/7 0:00,14.35,19.83,18.94,24.58,22.73,25.2
5667,2010/7/8 0:00,14.93,20.5,19.28,25.06,23.51,25.43
5668,2010/7/9 0:00,15.23,20.83,19.11,24.88,23.38,24.64
5669,2010/7/10 0:00,15.43,20.53,18.91,24.51,22.45,23.6
5670,2010/7/11 0:00,15.66,20.9,19.25,24.49,22.19,23.99
5671,2010/7/12 0:00,15.82,21.4,19.77,24.58,22.24,24.4
5672,2010/7/13 0:00,15.95,21.8,20.37,24.72,22.12,24.69
5673,2010/7/14 0:00,15.57,21.85,20.85,24.89,22.02,24.82
5674,2010/7/15 0:00,15.06,21.63,20.68,24.92,22.27,24.93
5675,2010/7/16 0:00,15.36,21.63,20.32,24.84,22.48,25
5676,2010/7/17 0:00,15.65,21.74,20.28,24.89,22.48,25.08
5677,2010/7/18 0:00,16.01,21.78,20.25,24.83,22.18,24.95
5678,2010/7/19 0:00,16.41,21.87,20.36,24.76,22.13,24.74
5679,2010/7/20 0:00,16.82,22.17,20.61,24.71,22.23,24.85
5680,2010/7/21 0:00,17.12,22.42,20.75,24.7,22.25,24.97
5681,2010/7/22 0:00,17.37,22.5,20.77,24.74,22.16,24.99
5682,2010/7/23 0:00,17.59,22.47,20.78,24.86,22.14,24.97
5683,2010/7/24 0:00,17.82,22.45,20.8,24.88,22.13,24.95
5684,2010/7/25 0:00,18.02,22.42,20.8,24.79,22.14,24.9
5685,2010/7/26 0:00,18.34,22.46,20.91,24.8,22.13,24.96
5686,2010/7/27 0:00,18.4,22.47,21.01,25.04,22.27,25.16
5687,2010/7/28 0:00,18.11,22.56,20.91,25.13,22.21,25.13
5688,2010/7/29 0:00,18.1,22.68,20.74,25.01,21.97,24.93
5689,2010/7/30 0:00,18.37,22.78,20.71,24.99,22.03,24.84
5690,2010/7/31 0:00,18.76,22.8,20.76,24.99,22.25,24.84
5691,2010/8/1 0:00,19.06,22.9,20.91,25.05,22.57,24.8
5692,2010/8/2 0:00,19.38,23.09,21.09,25.17,22.86,24.98
5693,2010/8/3 0:00,19.64,23.29,21.37,25.2,23.22,25.2
5694,2010/8/4 0:00,19.59,23.27,21.46,25.19,23.45,25.29
5695,2010/8/5 0:00,19.19,23.12,21.29,25.19,23.46,25.22
5696,2010/8/6 0:00,19.09,23.14,21.05,25.25,23.25,25.11
5697,2010/8/7 0:00,19.08,23.16,20.85,25.07,22.95,24.87
5698,2010/8/8 0:00,19.44,23.39,20.99,25.02,22.9,24.82
5699,2010/8/9 0:00,19.82,23.63,21.21,25.03,22.98,24.78
5700,2010/8/10 0:00,20.06,23.87,21.49,25.21,23.23,24.94
5701,2010/8/11 0:00,20.14,24.08,21.83,25.41,23.46,25.12
5702,2010/8/12 0:00,20.2,24.18,22.14,25.42,23.37,25.17
5703,2010/8/13 0:00,20.15,24.2,22.18,25.36,23.25,25.23
5704,2010/8/14 0:00,20.01,24.13,22.13,25.29,23.18,25.24
5705,2010/8/15 0:00,19.41,24,22.1,25.27,23.05,25.31
5706,2010/8/16 0:00,18.19,23.61,21.84,25.13,22.98,25.16
5707,2010/8/17 0:00,17.29,23.27,21.45,24.9,22.86,24.75
5708,2010/8/18 0:00,16.98,23,21.12,24.65,22.7,24.19
5709,2010/8/19 0:00,16.86,22.83,20.91,24.6,22.6,23.94
5710,2010/8/20 0:00,16.95,22.78,20.78,24.62,22.54,23.84
5711,2010/8/21 0:00,17.1,22.67,20.75,24.47,22.36,23.61
5712,2010/8/22 0:00,17.26,22.62,20.62,24.22,22.02,23.34
5713,2010/8/23 0:00,17.21,22.66,20.48,24.03,21.59,23.11
5714,2010/8/24 0:00,16.86,22.62,20.45,23.9,21.27,22.93
5715,2010/8/25 0:00,16.52,22.44,20.35,23.83,21.4,22.78
5716,2010/8/26 0:00,16.56,22.31,20.18,23.73,21.51,22.55
5717,2010/8/27 0:00,16.86,22.2,20.17,23.71,21.54,22.53
5718,2010/8/28 0:00,17.08,22.27,20.39,23.91,21.8,22.84
5719,2010/8/29 0:00,17.34,22.5,20.8,24.25,22.23,23.42
5720,2010/8/30 0:00,17.68,22.74,21.36,24.6,22.81,23.83
5721,2010/8/31 0:00,17.62,22.78,21.65,24.9,23.34,24.13
5722,2010/9/1 0:00,17.33,22.57,21.62,24.95,23.67,24.22
5723,2010/9/2 0:00,17.02,22.09,21.34,24.89,23.56,23.97
5724,2010/9/3 0:00,16.24,21.29,20.74,24.52,23.1,23.35
5725,2010/9/4 0:00,15.18,20.37,19.89,23.7,22.3,22.3
5726,2010/9/5 0:00,14.56,19.86,18.93,22.84,21.25,21.29
5727,2010/9/6 0:00,14.41,19.47,18.41,22.32,20.83,20.68
5728,2010/9/7 0:00,14.24,18.9,18.01,21.87,20.32,20.18
5729,2010/9/8 0:00,13.9,18.48,17.54,21.46,19.71,19.75
5730,2010/9/9 0:00,13.73,18.34,17.06,20.97,18.99,19.21
5731,2010/9/10 0:00,13.72,18.34,16.83,20.68,18.32,19.04
5732,2010/9/11 0:00,13.68,18.2,16.76,20.56,18.03,18.94
5733,2010/9/12 0:00,13.56,18.04,16.74,20.37,17.79,18.87
5734,2010/9/13 0:00,13.49,18.05,16.65,20.31,17.69,18.85
5735,2010/9/14 0:00,13.46,18.11,16.54,20.36,17.63,18.96
5736,2010/9/15 0:00,13.45,18.06,16.46,20.44,17.59,19.07
5737,2010/9/16 0:00,13.43,17.86,16.33,20.34,17.47,19.03
5738,2010/9/17 0:00,13.33,17.64,16.19,20.02,17.33,18.79
5739,2010/9/18 0:00,13.15,17.54,16.14,19.82,17.34,18.57
5740,2010/9/19 0:00,13.05,17.44,16.12,19.79,17.55,18.28
5741,2010/9/20 0:00,12.97,17.4,16.16,19.73,17.62,18.05
5742,2010/9/21 0:00,12.89,17.29,16.18,19.71,17.58,18.22
5743,2010/9/22 0:00,12.85,17.21,16.11,19.81,17.67,18.65
5744,2010/9/23 0:00,12.72,16.99,16.01,19.95,17.81,18.88
5745,2010/9/24 0:00,12.52,16.57,15.77,20.05,17.98,18.98
5746,2010/9/25 0:00,12.36,16.33,15.45,19.9,17.81,18.79
5747,2010/9/26 0:00,12.34,16.25,15.22,19.57,17.55,17.95
5748,2010/9/27 0:00,12.35,16.24,15,19.13,17.34,17.1
5749,2010/9/28 0:00,12.26,16.22,14.9,18.58,17.08,16.58
5750,2010/9/29 0:00,12.17,16.16,14.91,18.3,16.86,16.44
5751,2010/9/30 0:00,12.11,16.11,14.94,18.14,16.71,16.4
5752,2010/10/1 0:00,12.11,16.08,14.89,18.05,16.64,16.31
5753,2010/10/2 0:00,12.1,15.96,14.77,17.87,16.59,16.01
5754,2010/10/3 0:00,12.12,15.76,14.62,17.43,16.3,15.28
5755,2010/10/4 0:00,12.22,15.71,14.58,16.99,16,14.76
5756,2010/10/5 0:00,12.34,15.79,14.62,16.76,15.8,14.69
5757,2010/10/6 0:00,12.36,15.76,14.61,16.66,15.73,14.63
5758,2010/10/7 0:00,12.36,15.81,14.61,16.65,15.72,14.75
5759,2010/10/8 0:00,12.43,15.92,14.6,16.65,15.72,15.03
5760,2010/10/9 0:00,12.38,15.94,14.56,16.6,15.7,15.22
5761,2010/10/10 0:00,12.3,15.87,14.49,16.54,15.63,15.37
5762,2010/10/11 0:00,12.25,15.83,14.42,16.51,15.49,15.5
5763,2010/10/12 0:00,12.16,15.77,14.31,16.43,15.26,15.62
5764,2010/10/13 0:00,12.08,15.59,14.2,16.31,15.07,15.47
5765,2010/10/14 0:00,12.01,15.37,14.07,16.19,14.94,15.12
5766,2010/10/15 0:00,11.91,15.19,13.94,16.05,14.7,14.81
5767,2010/10/16 0:00,11.8,15.08,13.83,15.97,14.52,14.66
5768,2010/10/17 0:00,11.74,15.02,13.74,15.87,14.36,14.52
5769,2010/10/18 0:00,11.6,14.87,13.61,15.77,14.15,14.29
5770,2010/10/19 0:00,11.42,14.66,13.42,15.68,13.94,13.95
5771,2010/10/20 0:00,11.21,14.42,13.19,15.44,13.73,13.53
5772,2010/10/21 0:00,10.92,14.21,12.98,15.22,13.52,13.16
5773,2010/10/22 0:00,10.74,14.07,12.74,15.01,13.35,12.97
5774,2010/10/23 0:00,10.63,13.88,12.54,14.86,13.14,12.96
5775,2010/10/24 0:00,10.47,13.62,12.46,14.78,13,13.05
5776,2010/10/25 0:00,10.2,13.33,12.36,14.69,12.94,13.12
5777,2010/10/26 0:00,9.8,12.91,12.26,14.63,12.9,13.19
5778,2010/10/27 0:00,9.29,12.48,12.19,14.61,12.9,13.18
5779,2010/10/28 0:00,8.94,12.02,12.06,14.5,12.79,12.85
5780,2010/10/29 0:00,8.75,11.49,11.74,14.13,12.42,12.12
5781,2010/10/30 0:00,8.68,11.22,11.36,13.61,11.88,11.43
5782,2010/10/31 0:00,8.63,11.09,11.02,13.25,11.4,11
5783,2010/11/1 0:00,8.62,11.07,10.81,12.92,11.14,10.65
5784,2010/11/2 0:00,8.6,11.01,10.74,12.65,11.06,10.42
5785,2010/11/3 0:00,8.52,10.91,10.65,12.46,11.08,10.31
5786,2010/11/4 0:00,8.39,10.74,10.47,12.3,11.07,10.17
5787,2010/11/5 0:00,8.28,10.53,10.23,12.02,10.97,9.87
5788,2010/11/6 0:00,8.25,10.34,9.99,11.73,10.82,9.32
5789,2010/11/7 0:00,8.25,10.3,9.92,11.58,10.69,9.05
5790,2010/11/8 0:00,8.3,10.36,9.97,11.56,10.67,9.01
5791,2010/11/9 0:00,8.36,10.44,10.07,11.62,10.74,9.15
5792,2010/11/10 0:00,8.31,10.42,10.12,11.64,10.89,9.21
5793,2010/11/11 0:00,8.18,10.35,10.11,11.6,10.93,9.23
5794,2010/11/12 0:00,8.12,10.27,10.02,11.59,10.86,9.18
5795,2010/11/13 0:00,8.13,10.14,9.95,11.56,10.81,9.02
5796,2010/11/14 0:00,8.11,9.93,9.83,11.39,10.73,8.84
5797,2010/11/15 0:00,8.03,9.76,9.66,11.14,10.62,8.72
5798,2010/11/16 0:00,7.89,9.67,9.58,11.08,10.54,8.68
5799,2010/11/17 0:00,7.76,9.62,9.56,10.99,10.41,8.72
5800,2010/11/18 0:00,7.64,9.52,9.5,10.83,10.23,8.57
5801,2010/11/19 0:00,7.48,9.3,9.36,10.6,10.01,8.31
5802,2010/11/20 0:00,7.2,9.01,9.14,10.5,9.84,8.28
5803,2010/11/21 0:00,7.06,8.88,8.79,10.37,9.63,8.33
5804,2010/11/22 0:00,6.48,8.6,8.42,10.26,9.41,8.35
5805,2010/11/23 0:00,6.33,8.47,8.2,9.99,9.29,8.39
5806,2010/11/24 0:00,6.17,8.3,8.1,9.72,9.15,8.33
5807,2010/11/25 0:00,6.08,8.08,8.02,9.37,8.98,8.13
5808,2010/11/26 0:00,5.99,7.81,7.79,8.91,8.58,7.74
5809,2010/11/27 0:00,5.82,7.65,7.58,8.65,8.19,7.31
5810,2010/11/28 0:00,5.72,7.55,7.45,8.49,7.96,6.77
5811,2010/11/29 0:00,5.59,7.5,7.35,8.4,7.84,6.46
5812,2010/11/30 0:00,5.5,7.4,7.27,8.32,7.84,6.35
5813,2010/12/1 0:00,5.43,7.25,7.18,8.02,7.76,5.95
5814,2010/12/2 0:00,5.39,7.12,7.09,7.67,7.57,5.57
5815,2010/12/3 0:00,5.34,6.97,6.96,7.33,7.4,5.02
5816,2010/12/4 0:00,5.27,6.77,6.79,6.93,7.2,4.4
5817,2010/12/5 0:00,5.13,6.6,6.62,6.53,7.02,4.1
5818,2010/12/6 0:00,4.91,6.32,6.39,6.11,6.84,3.76
5819,2010/12/7 0:00,4.76,6.11,6.16,5.73,6.65,3.39
5820,2010/12/8 0:00,4.67,5.88,6.06,5.4,6.44,3.01
5821,2010/12/9 0:00,4.4,5.72,5.13,4.94,5.72,0.23
5822,2010/12/10 0:00,4.22,5.56,4.98,4.77,5.63,0.23
5823,2010/12/11 0:00,4.08,5.33,4.81,4.67,5.61,0.23
5824,2010/12/12 0:00,4.02,5.19,4.7,4.57,5.45,0.23
5825,2010/12/13 0:00,3.96,4.94,4.6,4.39,5.32,0.23
5826,2010/12/14 0:00,3.84,4.6,4.28,4.15,5.14,0.23
5827,2010/12/15 0:00,3.83,4.51,4.18,4,5.01,0.23
5828,2010/12/16 0:00,3.62,4.16,3.73,2.86,4.85,0.23
5829,2010/12/17 0:00,3.99,4.54,4.14,3.46,5.14,0.23
5830,2010/12/18 0:00,3.91,3.8,3.8,3.26,5.07,0.23
5831,2010/12/19 0:00,3.83,4.35,3.72,3.19,4.99,0.23
5832,2010/12/20 0:00,3.76,4.23,3.4,2.73,4.86,0.23
5833,2010/12/21 0:00,3.21,3.67,2.69,1.68,4.04,0.23
5834,2010/12/22 0:00,3.79,4.2,3.39,2.22,4.7,0.23
5835,2010/12/23 0:00,2.98,3.52,2.63,1.46,3.88,0.23
5836,2010/12/24 0:00,3.75,4.12,3.35,2.2,4.51,0.23
5837,2010/12/25 0:00,3.72,4.06,3.33,1.85,4.38,0.23
5838,2010/12/26 0:00,3.73,3.99,3.27,1.54,4.26,0.23
5839,2010/12/27 0:00,3.75,4,3.28,1.52,4.2,0.23
5840,2010/12/28 0:00,3.16,2.9,2.48,1.18,4,0.23
5841,2010/12/29 0:00,3.7,3.88,3.14,1.5,4.21,0.23
5842,2010/12/30 0:00,3.11,3.01,2.29,0.79,2.56,0.23
5843,2010/12/31 0:00,3.08,2.99,2.19,0.78,2.56,0.23
5844,2011/1/1 0:00,3.04,2.95,2.14,0.76,2.49,0.23
5845,2011/1/2 0:00,2.99,2.81,2.03,0.58,2.42,0.23
5846,2011/1/3 0:00,3.48,3.71,2.95,1.35,3.96,0.23
5847,2011/1/4 0:00,2.35,2.59,2.03,0.83,2.69,0.23
5848,2011/1/5 0:00,3.48,3.56,2.84,1.25,3.95,0.23
5849,2011/1/6 0:00,3.41,3.49,2.73,1.06,3.88,0.23
5850,2011/1/7 0:00,3.39,3.42,2.63,0.91,3.8,0.23
5851,2011/1/8 0:00,3.24,3.32,2.54,0.83,3.73,0.23
5852,2011/1/9 0:00,3.13,3.17,2.36,0.6,3.73,0.23
5853,2011/1/10 0:00,3.09,3.13,2.36,0.63,3.64,0.23
5854,2011/1/11 0:00,3.04,3.05,2.31,0.64,3.66,0.23
5855,2011/1/12 0:00,2.99,3.15,2.29,0.59,3.5,0.23
5856,2011/1/13 0:00,3.02,2.97,2.31,0.58,3.44,0.23
5857,2011/1/14 0:00,2.94,2.85,2.26,0.47,3.4,0.23
5858,2011/1/15 0:00,2.84,2.8,2.16,0.2,2.98,0.23
5859,2011/1/16 0:00,2.82,2.76,2.14,0.47,2.87,0.23
5860,2011/1/17 0:00,2.77,2.66,2.02,0.2,2.97,0.23
5861,2011/1/18 0:00,2.77,2.66,2.05,0.37,2.74,0.23
5862,2011/1/19 0:00,2.79,2.6,2.06,0.37,2.85,0.23
5863,2011/1/20 0:00,2.58,2.43,2.01,0.33,2.69,0.23
5864,2011/1/21 0:00,2.35,2.36,1.71,0.36,2.59,0.23
5865,2011/1/22 0:00,2.17,2.28,1.65,0.32,2.5,0.23
5866,2011/1/23 0:00,1.88,2.26,1.37,0.26,2.43,0.23
5867,2011/1/24 0:00,1.61,1.95,1.2,0.2,2.29,0.23
5868,2011/1/25 0:00,1.56,1.89,0.93,0.2,2.18,0.23
5869,2011/1/26 0:00,1.5,1.82,1.13,0.2,2.12,0.23
5870,2011/1/27 0:00,1.59,1.91,1.1,0.2,2.17,0.23
5871,2011/1/28 0:00,1.6,1.91,1.09,0.2,2.13,0.23
5872,2011/1/29 0:00,1.55,1.85,0.99,0.2,2.1,0.23
5873,2011/1/30 0:00,1.52,1.88,0.88,0.2,2.08,0.23
5874,2011/1/31 0:00,1.5,1.8,0.85,0.2,2.09,0.23
5875,2011/2/1 0:00,1.46,1.79,0.85,0.2,2.05,0.23
5876,2011/2/2 0:00,1.36,1.81,0.75,0.2,1.92,0.23
5877,2011/2/3 0:00,1.4,1.76,0.92,0.2,2.06,0.23
5878,2011/2/4 0:00,1.41,1.76,0.93,0.2,2.04,0.2
5879,2011/2/5 0:00,1.45,1.8,0.96,0.2,2.07,0.2
5880,2011/2/6 0:00,1.47,1.73,0.94,0.2,2.09,0.2
5881,2011/2/7 0:00,1.59,1.69,0.87,0.2,2.09,0.2
5882,2011/2/8 0:00,1.57,1.63,0.83,0.2,2.02,0.2
5883,2011/2/9 0:00,1.43,1.65,0.76,0.2,1.99,0.2
5884,2011/2/10 0:00,1.45,1.57,0.76,0.2,1.89,0.2
5885,2011/2/11 0:00,1.33,1.53,0.74,0.2,1.82,0.2
5886,2011/2/12 0:00,1.35,1.59,0.65,0.2,1.78,0.2
5887,2011/2/13 0:00,1.43,1.54,0.65,0.2,1.61,0.2
5888,2011/2/14 0:00,1.54,1.82,0.8,0.2,1.85,0.2
5889,2011/2/15 0:00,1.64,1.86,0.83,0.27,1.82,0.2
5890,2011/2/16 0:00,1.63,1.91,0.83,0.3,1.79,0.2
5891,2011/2/17 0:00,1.68,2,0.91,0.2,1.97,0.2
5892,2011/2/18 0:00,1.65,2.06,0.95,0.2,2.29,0.2
5893,2011/2/19 0:00,1.58,2,1.06,0.42,2.21,0.2
5894,2011/2/20 0:00,1.5,1.91,1.03,0.44,2.03,0.2
5895,2011/2/21 0:00,1.45,1.86,0.85,0.43,1.91,0.2
5896,2011/2/22 0:00,1.43,1.71,0.71,0.4,1.81,0.2
5897,2011/2/23 0:00,1.32,1.55,0.61,0.2,1.23,0.2
5898,2011/2/24 0:00,1.35,1.61,0.57,0.2,1.55,0.2
5899,2011/2/25 0:00,1.45,1.72,0.59,0.2,1.79,0.2
5900,2011/2/26 0:00,1.35,1.7,0.65,0.2,1.75,0.2
5901,2011/2/27 0:00,1.16,1.64,0.65,0.2,1.68,0.2
5902,2011/2/28 0:00,1.16,1.63,0.6,0.2,1.67,0.2
5903,2011/3/1 0:00,1.12,1.64,0.62,0.2,1.66,0.2
5904,2011/3/2 0:00,1.15,1.65,0.64,0.2,1.68,0.2
5905,2011/3/3 0:00,1.11,1.68,0.6,0.2,1.61,0.2
5906,2011/3/4 0:00,1.01,1.7,0.56,0.2,1.57,0.2
5907,2011/3/5 0:00,0.97,1.73,0.55,0.2,1.6,0.2
5908,2011/3/6 0:00,0.98,1.75,0.53,0.2,1.64,0.2
5909,2011/3/7 0:00,0.93,1.71,0.53,0.2,1.64,0.2
5910,2011/3/8 0:00,0.96,1.73,0.59,0.2,1.62,0.38
5911,2011/3/9 0:00,0.98,1.79,0.5,0.2,1.72,0.2
5912,2011/3/10 0:00,1.06,1.81,0.6,0.2,1.81,0.21
5913,2011/3/11 0:00,1.05,1.76,0.66,0.2,1.88,0.21
5914,2011/3/12 0:00,1.02,1.75,0.66,0.2,1.94,0.21
5915,2011/3/13 0:00,0.98,1.73,0.65,0.2,1.99,0.21
5916,2011/3/14 0:00,1.03,1.75,0.75,0.2,2.01,0.21
5917,2011/3/15 0:00,1.04,1.81,0.67,0.2,2.01,0.21
5918,2011/3/16 0:00,1.05,1.94,0.79,0.2,1.39,0.21
5919,2011/3/17 0:00,1.04,1.94,0.77,0.2,2.1,0.21
5920,2011/3/18 0:00,0.99,1.93,0.7,0.59,2.14,0.23
5921,2011/3/19 0:00,0.98,1.91,0.67,0.53,2.21,0.21
5922,2011/3/20 0:00,1.05,1.92,0.74,0.93,2.13,0.21
5923,2011/3/21 0:00,1.1,1.91,0.7,0.9,2.17,0.52
5924,2011/3/22 0:00,1.15,1.91,0.69,0.98,2.17,0.22
5925,2011/3/23 0:00,1.19,1.89,0.69,1.08,2.11,0.68
5926,2011/3/24 0:00,1.19,1.9,0.61,0.2,2.09,0.21
5927,2011/3/25 0:00,1.12,1.85,0.58,0.57,2.11,0.81
5928,2011/3/26 0:00,1.06,1.83,0.6,0.42,2.16,0.98
