,Date,Sup.,Mich.,Huron,Erie,Ont.,St.Clr
2329,2001/5/18 0:00,2.11,7.05,5.73,12.2,7.2,15.52
2330,2001/5/19 0:00,2.08,7.37,6.26,12.72,7.39,15.75
2331,2001/5/20 0:00,2.2,7.74,6.55,12.8,7.43,14.73
2332,2001/5/21 0:00,2.28,7.43,6.55,12.51,7.39,14.43
2333,2001/5/22 0:00,2.43,6.97,6.51,12.37,7.23,14.1
2334,2001/5/23 0:00,2.8,6.95,6.44,12.29,7.09,13.91
2335,2001/5/24 0:00,2.88,7.07,6.45,12.16,7.34,14.05
2336,2001/5/25 0:00,2.78,7.21,6.56,12.05,7.41,13.93
2337,2001/5/26 0:00,2.73,7.37,6.64,12.06,7.47,13.81
2338,2001/5/27 0:00,2.8,7.46,6.61,12.06,7.64,13.57
2339,2001/5/28 0:00,3.09,7.58,6.58,12.05,7.58,13.1
2340,2001/5/29 0:00,3.1,7.57,6.44,12.15,7.56,13.19
2341,2001/5/30 0:00,3.07,7.63,6.76,12.32,7.42,13.61
2342,2001/5/31 0:00,3,7.54,6.79,12.03,7.35,13.45
2343,2001/6/1 0:00,3.1,7.67,6.82,12.27,7.7,13.42
2344,2001/6/2 0:00,3.21,7.8,6.96,12.42,7.85,13.44
2345,2001/6/3 0:00,3.32,7.96,7.19,12.62,7.99,13.77
2346,2001/6/4 0:00,3.38,8.13,7.43,12.85,8.13,14.13
2347,2001/6/5 0:00,3.6,8.44,7.76,12.97,8.38,13.74
2348,2001/6/6 0:00,3.45,9.08,8.34,13.66,8.88,13.9
2349,2001/6/7 0:00,3.69,9.99,9,14.61,9.74,14.35
2350,2001/6/8 0:00,4.52,10.67,9.44,15.27,10.76,15.09
2351,2001/6/9 0:00,4.26,11.63,10.21,15.81,11.63,16.42
2352,2001/6/10 0:00,4.34,11.89,10.82,16.49,12.86,16.59
2353,2001/6/11 0:00,4.37,12.56,11.8,16.71,14.03,17.39
2354,2001/6/12 0:00,4.38,12.77,12.77,17.22,14.76,18.23
2355,2001/6/13 0:00,4.55,12.92,13.97,18.38,15.71,19.56
2356,2001/6/14 0:00,4.65,13.4,14.75,19.85,16.78,20.81
2357,2001/6/15 0:00,4.76,13.35,15.92,20.45,17.81,21.38
2358,2001/6/16 0:00,4.76,13.17,14.8,19.8,17.63,21.72
2359,2001/6/17 0:00,4.91,13.58,14.5,19.2,16.8,21
2360,2001/6/18 0:00,4.76,14.3,14.6,19.31,16.32,20.95
2361,2001/6/19 0:00,4.85,14.1,14.36,19.37,16.46,20.78
2362,2001/6/20 0:00,4.95,14.03,14.21,19.36,16.38,20.46
2363,2001/6/21 0:00,4.93,13.97,13.8,19.35,16.3,20.25
2364,2001/6/22 0:00,5.04,13.71,13.67,19.36,16.19,19.88
2365,2001/6/23 0:00,5.46,13.91,14.26,19.43,16.14,19.85
2366,2001/6/24 0:00,6.79,14.73,14.89,19.9,16.22,20.56
2367,2001/6/25 0:00,6.99,15.55,15.84,20.28,16.73,21.71
2368,2001/6/26 0:00,7.37,16.07,16.37,21.06,19.73,21.63
2369,2001/6/27 0:00,7.51,16.52,16.84,22,19.18,22.48
2370,2001/6/28 0:00,7.41,17.27,17.33,22.5,19.31,23.02
2371,2001/6/29 0:00,7.45,17.53,17.4,22.37,19.45,23.22
2372,2001/6/30 0:00,6.94,17.84,17.86,22.62,19.27,23.5
2373,2001/7/1 0:00,6.37,16.56,15.91,21.74,17.26,23.07
2374,2001/7/2 0:00,6.34,15.46,13.86,20.84,15.26,22.19
2375,2001/7/3 0:00,6.62,15.96,13.92,20.64,15.16,21.93
2376,2001/7/4 0:00,6.82,16.29,13.52,20.1,15.06,21.29
2377,2001/7/5 0:00,6.4,15.39,13.29,20.02,14.99,20.9
2378,2001/7/6 0:00,6.64,15.48,13.17,19.98,14.89,20.92
2379,2001/7/7 0:00,7.47,16.26,13.75,20.51,15.38,21.05
2380,2001/7/8 0:00,8.31,17.09,14.45,20.95,15.84,21.53
2381,2001/7/9 0:00,8.61,18.12,14.92,21.26,16.32,22.39
2382,2001/7/10 0:00,8.27,18.69,15.03,22.05,16.67,22.91
2383,2001/7/11 0:00,8.68,17.02,14.24,20.93,16.52,22
2384,2001/7/12 0:00,8.97,17.49,14.31,20.66,16.39,21.58
2385,2001/7/13 0:00,9.59,17.53,14.41,20.61,16.54,21.4
2386,2001/7/14 0:00,9.86,18.32,14.96,20.78,16.57,21.74
2387,2001/7/15 0:00,10.37,19.16,15.6,21.48,16.83,22.28
2388,2001/7/16 0:00,10.81,19.6,16.01,22.6,17.36,22.51
2389,2001/7/17 0:00,11.22,20.16,16.4,22.4,18.06,22.73
2390,2001/7/18 0:00,11.66,20.56,16.96,22.27,18.75,23.09
2391,2001/7/19 0:00,12.3,20.41,17.6,22.58,19.32,23.38
2392,2001/7/20 0:00,13.01,21.48,18.47,23.26,19.92,23.62
2393,2001/7/21 0:00,13.85,22.06,19.14,22.95,20.75,23.81
2394,2001/7/22 0:00,14.52,22.51,19.52,23.46,21.21,23.97
2395,2001/7/23 0:00,14.72,22.34,19.81,24.18,21.64,24.39
2396,2001/7/24 0:00,13.12,22,19.57,23.77,21.51,24.12
2397,2001/7/25 0:00,12.37,21.54,19.1,23.52,21.42,23.75
2398,2001/7/26 0:00,12.62,20.75,18.25,23.36,20.71,23.46
2399,2001/7/27 0:00,13.14,20.6,17.77,23.07,19.87,23.01
2400,2001/7/28 0:00,13.37,20.35,17.92,22.72,19.82,22.66
2401,2001/7/29 0:00,13.52,20.17,18.04,22.6,20.19,22.41
2402,2001/7/30 0:00,13.82,20.43,18.25,22.41,20.6,22.38
2403,2001/7/31 0:00,13.99,21.34,18.73,22.82,20.73,23.51
2404,2001/8/1 0:00,14.08,21.5,18.77,22.82,21.13,23.02
2405,2001/8/2 0:00,14.08,21.48,19.35,22.89,21.28,23.47
2406,2001/8/3 0:00,15.72,21.65,19.92,23.37,21.76,24.48
2407,2001/8/4 0:00,17.01,22.02,20.6,24.29,22.74,24.3
2408,2001/8/5 0:00,17.03,22.18,20.49,24.41,22.31,23.65
2409,2001/8/6 0:00,17.03,22.74,21.41,24.71,23.87,24.27
2410,2001/8/7 0:00,17.19,23.42,21.81,24.98,23.67,25.17
2411,2001/8/8 0:00,16.76,24.2,22.13,25.16,23.51,25.64
2412,2001/8/9 0:00,15.81,23.71,22.08,25.24,23.63,25.84
2413,2001/8/10 0:00,14.87,22.8,20.97,25.05,23.07,25.58
2414,2001/8/11 0:00,15.04,22.63,20.79,25.03,22.91,25.36
2415,2001/8/12 0:00,15.2,22.3,20.59,24.72,23.64,24.89
2416,2001/8/13 0:00,15.15,21.92,20.69,24.37,23.05,24.4
2417,2001/8/14 0:00,15.45,21.45,20.28,24.35,23.41,23.77
2418,2001/8/15 0:00,15.57,21.33,19.73,23.94,22.92,23.17
2419,2001/8/16 0:00,15.43,21,19.53,23.91,22.93,23
2420,2001/8/17 0:00,15.43,20.61,19.34,23.51,22.27,22.54
2421,2001/8/18 0:00,15.85,20.78,19.31,23.29,21.7,22.24
2422,2001/8/19 0:00,16.1,20.4,19.24,23.01,21.4,21.81
2423,2001/8/20 0:00,16.58,20.17,19.06,22.7,21.22,21.35
2424,2001/8/21 0:00,16.76,19.94,19.09,22.46,21.14,21.16
2425,2001/8/22 0:00,17.26,19.99,19.17,22.44,21.52,21.52
2426,2001/8/23 0:00,17.02,20.1,19.3,22.29,21.76,21.48
2427,2001/8/24 0:00,16.74,20.17,19.2,22.2,21.87,21.7
2428,2001/8/25 0:00,16.84,20.44,19.07,21.64,21.56,20.86
2429,2001/8/26 0:00,17.35,20.71,19.59,22.2,21.64,21.72
2430,2001/8/27 0:00,17.32,20.83,19.89,22.89,21.81,22.78
2431,2001/8/28 0:00,17.18,20.92,19.64,23.03,21.83,22.72
2432,2001/8/29 0:00,17.49,21.1,19.79,23.01,21.82,22.88
2433,2001/8/30 0:00,16.99,20.58,19.55,22.79,21.7,22.3
2434,2001/8/31 0:00,16.42,20.26,19.38,22.85,21.85,22.04
2435,2001/9/1 0:00,16.07,20.09,19.31,22.49,21.54,21.94
2436,2001/9/2 0:00,15.97,20.01,18.97,22.43,21.64,21.8
2437,2001/9/3 0:00,15.79,20.09,18.91,22.34,21.1,21.48
2438,2001/9/4 0:00,15.97,20,18.59,22.53,20.82,21.67
2439,2001/9/5 0:00,16.06,20.25,18.85,22.34,20.7,21.71
2440,2001/9/6 0:00,16.22,20.14,19.03,22.17,20.61,21.39
2441,2001/9/7 0:00,16.17,19.99,19.32,22.26,21.19,22.11
2442,2001/9/8 0:00,16.01,19.82,19.44,22.48,21.57,22.35
2443,2001/9/9 0:00,15.83,19.56,19.01,22.32,21.37,22.07
2444,2001/9/10 0:00,15.71,19.36,18.74,22.1,20.81,21.85
2445,2001/9/11 0:00,15.57,19.39,18.68,22,20.41,21.62
2446,2001/9/12 0:00,15.51,19.46,18.59,22.09,20.5,21.69
2447,2001/9/13 0:00,15.42,19.16,18.26,21.55,20.58,20.85
2448,2001/9/14 0:00,15.28,18.82,18.08,21.19,19.96,19.8
2449,2001/9/15 0:00,15.1,18.88,17.85,21.05,19.81,19.08
2450,2001/9/16 0:00,14.66,18.45,17.67,20.88,19.64,18.74
2451,2001/9/17 0:00,14.79,18.31,17.55,20.82,19.63,18.32
2452,2001/9/18 0:00,14.56,17.97,17.59,20.76,19.99,18.21
2453,2001/9/19 0:00,14.28,17.38,17.11,20.56,19.85,18.07
2454,2001/9/20 0:00,14.06,16.97,16.73,20.31,19.49,17.97
2455,2001/9/21 0:00,13.76,16.72,16.42,19.76,19.17,17.86
2456,2001/9/22 0:00,13.38,16.22,16.18,19.41,18.9,17.54
2457,2001/9/23 0:00,12.97,15.71,15.96,19.29,18.8,17.12
2458,2001/9/24 0:00,12.58,15.21,15.64,19,18.49,16.51
2459,2001/9/25 0:00,12.42,14.73,15.32,18.61,18.19,15.87
2460,2001/9/26 0:00,12.11,14.06,14.97,18.21,17.83,15.25
2461,2001/9/27 0:00,11.87,13.39,14.36,17.74,17.43,14.23
2462,2001/9/28 0:00,11.78,13.17,14.31,17.36,17.07,13.92
2463,2001/9/29 0:00,12,13.39,14.62,17.35,17.3,13.89
2464,2001/9/30 0:00,12.14,13.61,14.62,17.29,17.21,14.23
2465,2001/10/1 0:00,12.28,14.25,14.76,17.37,17.06,14.74
2466,2001/10/2 0:00,12.13,14.31,14.75,17.31,17.34,15.3
2467,2001/10/3 0:00,11.86,14.13,14.81,17.11,16.71,14.82
2468,2001/10/4 0:00,11.7,13.64,14.42,16.85,16.62,14.39
2469,2001/10/5 0:00,11.49,13.34,14.02,16.51,16.19,13.87
2470,2001/10/6 0:00,11.18,13.04,13.54,16.1,15.53,13.35
2471,2001/10/7 0:00,10.84,12.78,13.1,15.67,14.9,12.85
2472,2001/10/8 0:00,10.56,12.65,12.96,15.47,14.46,12.65
2473,2001/10/9 0:00,10.33,12.51,12.96,15.1,13.8,12.71
2474,2001/10/10 0:00,10.29,12.32,12.74,14.98,13.49,12.56
2475,2001/10/11 0:00,10.23,12.21,12.48,14.88,13.29,12.74
2476,2001/10/12 0:00,10.43,12.13,12.31,14.9,13.29,12.94
2477,2001/10/13 0:00,10.31,12.12,12.16,14.92,13.28,13.08
2478,2001/10/14 0:00,10.22,12.1,12.06,15.01,13.31,13.53
2479,2001/10/15 0:00,10.11,12.16,11.98,14.77,13.19,13.14
2480,2001/10/16 0:00,9.9,11.97,11.7,14.39,12.76,12.36
2481,2001/10/17 0:00,9.75,11.81,11.4,14,12.14,11.58
2482,2001/10/18 0:00,9.7,11.64,11.16,13.94,11.79,10.77
2483,2001/10/19 0:00,9.43,11.3,10.93,13.58,11.59,10.63
2484,2001/10/20 0:00,9.3,11.33,10.71,13.53,11.55,10.52
2485,2001/10/21 0:00,9.15,11.19,10.63,13.45,11.43,10.74
2486,2001/10/22 0:00,8.96,11.08,10.79,13.57,11.33,11.22
2487,2001/10/23 0:00,8.78,10.94,10.6,13.75,11.32,11.67
2488,2001/10/24 0:00,8.56,10.75,10.42,13.96,11.26,11.97
2489,2001/10/25 0:00,8.19,10.35,10.18,13.52,10.98,11.62
2490,2001/10/26 0:00,7.81,9.96,9.93,12.98,10.54,10.81
2491,2001/10/27 0:00,7.44,9.57,9.69,12.42,10.08,10.02
2492,2001/10/28 0:00,7.14,9.18,9.45,11.92,9.7,9.64
2493,2001/10/29 0:00,7.01,9.11,9.29,11.46,9.43,9.4
2494,2001/10/30 0:00,6.97,9.11,9.15,11.29,9.34,9.27
2495,2001/10/31 0:00,6.91,9.14,9.01,11.17,9.27,9.18
2496,2001/11/1 0:00,6.87,9.15,8.97,11.12,9.26,9.16
2497,2001/11/2 0:00,6.93,9.17,8.94,11.18,9.27,9.26
2498,2001/11/3 0:00,6.87,9.33,8.91,11.27,9.28,9.4
2499,2001/11/4 0:00,6.78,9.35,8.86,11.2,9.23,9.48
2500,2001/11/5 0:00,6.36,9.28,8.86,10.95,9.19,9.05
2501,2001/11/6 0:00,6.27,9.15,8.7,10.78,9.2,8.76
2502,2001/11/7 0:00,6.52,8.97,8.65,10.78,9.04,8.91
2503,2001/11/8 0:00,6.33,8.92,8.59,10.7,8.84,9.02
2504,2001/11/9 0:00,6.26,8.81,8.5,10.49,8.66,8.67
2505,2001/11/10 0:00,6.19,8.83,8.41,10.37,8.49,8.36
2506,2001/11/11 0:00,6.13,8.74,8.34,10.24,8.36,8.18
2507,2001/11/12 0:00,6.07,8.63,8.31,10.15,8.26,8.06
2508,2001/11/13 0:00,6.04,8.52,8.36,9.97,8.16,7.99
2509,2001/11/14 0:00,5.94,8.43,8.32,9.9,8.11,8.33
2510,2001/11/15 0:00,5.81,8.32,8.32,9.79,8.14,8.58
2511,2001/11/16 0:00,5.8,8.41,8.27,9.87,8.16,9.03
2512,2001/11/17 0:00,5.65,8.45,8.03,10,8.22,9.02
2513,2001/11/18 0:00,5.58,8.34,7.94,10.05,8.3,8.76
2514,2001/11/19 0:00,5.74,8.32,7.93,9.91,8.11,8.39
2515,2001/11/20 0:00,5.94,8.29,7.91,9.77,7.96,7.99
2516,2001/11/21 0:00,5.91,8.17,7.89,9.66,7.85,7.58
2517,2001/11/22 0:00,5.84,8.46,7.77,9.47,7.67,7.32
2518,2001/11/23 0:00,5.7,8.38,7.63,9.47,7.58,7.33
2519,2001/11/24 0:00,5.59,8.31,7.58,9.47,7.72,7.3
2520,2001/11/25 0:00,5.54,8.25,7.56,9.45,7.72,7.3
2521,2001/11/26 0:00,5.49,8.19,7.55,9.43,7.75,7.25
2522,2001/11/27 0:00,5.44,8.12,7.52,9.41,7.77,7.26
2523,2001/11/28 0:00,5.39,8.06,7.48,9.41,7.76,7.26
2524,2001/11/29 0:00,5.34,8,7.45,9.38,7.79,7.26
2525,2001/11/30 0:00,5.27,7.94,7.43,9.36,7.82,7.22
2526,2001/12/1 0:00,5.21,7.88,7.39,9.35,7.82,7.21
2527,2001/12/2 0:00,5.15,7.82,7.33,9.33,7.82,7.24
2528,2001/12/3 0:00,5.1,7.84,7.3,9.09,7.82,7.38
2529,2001/12/4 0:00,5.04,7.75,7.4,9.16,7.99,7.54
2530,2001/12/5 0:00,5.02,7.72,7.29,9.37,8.14,7.65
2531,2001/12/6 0:00,4.85,7.66,7.15,9.38,8.24,7.45
2532,2001/12/7 0:00,4.71,7.55,7.11,9.01,8.03,7.59
2533,2001/12/8 0:00,4.67,7.54,7.08,8.83,7.85,7.41
2534,2001/12/9 0:00,4.68,7.47,7.05,8.56,7.54,6.94
2535,2001/12/10 0:00,4.95,7.51,6.87,8.28,7.33,6.44
2536,2001/12/11 0:00,4.84,7.41,6.81,8.27,7.2,6.28
2537,2001/12/12 0:00,4.88,7.49,7.07,8.57,7.44,6.39
2538,2001/12/13 0:00,4.69,7.39,6.95,8.42,7.4,6.32
2539,2001/12/14 0:00,4.31,7.23,6.66,8.2,7.3,6.25
2540,2001/12/15 0:00,4.25,7.11,6.45,8.02,7.23,6.16
2541,2001/12/16 0:00,4.19,7.02,6.33,7.9,7.09,6.07
2542,2001/12/17 0:00,4.16,6.96,6.25,7.8,7.01,5.97
2543,2001/12/18 0:00,4.15,6.9,6.06,7.66,6.95,5.89
2544,2001/12/19 0:00,4.13,6.87,6.01,7.52,6.88,5.64
2545,2001/12/20 0:00,4.22,6.82,5.97,7.34,6.78,5.23
2546,2001/12/21 0:00,4.08,6.67,5.92,7.14,6.66,4.67
2547,2001/12/22 0:00,4.05,6.53,5.83,6.87,6.52,4.35
2548,2001/12/23 0:00,3.99,6.32,5.7,6.69,6.34,4.26
2549,2001/12/24 0:00,3.96,6.02,5.7,6.3,6.18,4.13
2550,2001/12/25 0:00,3.89,5.76,5.27,5.87,6.03,2.73
2551,2001/12/26 0:00,3.83,5.62,5.09,5.52,5.89,2
2552,2001/12/27 0:00,3.89,5.5,4.96,5.2,5.76,1.45
2553,2001/12/28 0:00,3.76,5.24,4.79,4.86,5.53,0.2
2554,2001/12/29 0:00,3.72,5.13,4.67,4.56,5.4,0.2
2555,2001/12/30 0:00,3.65,4.98,4.58,4.27,5.27,0.2
2556,2001/12/31 0:00,3.6,4.78,4.51,3.96,5.04,0.2
2557,2002/1/1 0:00,3.58,4.5,4.44,3.16,4.85,0.2
2558,2002/1/2 0:00,3.64,4.45,4.4,2.94,4.85,0.2
2559,2002/1/3 0:00,3.69,4.56,4.49,2.89,4.92,0.2
2560,2002/1/4 0:00,3.62,4.65,4.34,2.7,4.85,0.2
2561,2002/1/5 0:00,3.6,4.59,4.26,2.58,4.78,0.2
2562,2002/1/6 0:00,3.53,4.54,4.11,2.48,4.71,0.2
2563,2002/1/7 0:00,3.46,4.54,4.04,2.29,4.64,0.2
2564,2002/1/8 0:00,3.33,4.4,3.83,2.1,4.69,0.2
2565,2002/1/9 0:00,3.26,4.32,3.78,2.14,4.67,0.2
2566,2002/1/10 0:00,3.15,4.31,3.72,2.32,4.59,0.2
2567,2002/1/11 0:00,3.02,4.21,3.67,2.52,4.54,0.2
2568,2002/1/12 0:00,2.92,4.52,3.59,2.54,4.49,0.2
2569,2002/1/13 0:00,2.84,4.33,3.54,2.28,4.43,0.2
2570,2002/1/14 0:00,2.81,4.19,3.6,2.2,4.46,0.2
2571,2002/1/15 0:00,2.73,4.11,3.46,2.09,4.41,0.2
2572,2002/1/16 0:00,2.68,4.06,3.36,1.99,4.37,0.2
2573,2002/1/17 0:00,2.64,4.03,3.26,1.9,4.3,0.75
2574,2002/1/18 0:00,2.56,3.94,3.14,1.76,4.18,0.2
2575,2002/1/19 0:00,2.48,3.89,3.05,1.68,4.12,0.2
2576,2002/1/20 0:00,2.39,3.91,2.96,1.59,4.08,0.2
2577,2002/1/21 0:00,2.31,3.89,2.88,1.43,3.97,0.2
2578,2002/1/22 0:00,2.21,3.77,2.74,1.3,3.92,0.2
2579,2002/1/23 0:00,2.13,3.77,2.66,1.28,4.26,0.2
2580,2002/1/24 0:00,2.06,3.82,2.68,1.36,4.16,0.57
2581,2002/1/25 0:00,1.98,3.71,2.74,1.44,4.06,0.67
2582,2002/1/26 0:00,1.92,3.71,2.78,1.58,3.91,0.76
2583,2002/1/27 0:00,1.87,3.64,2.79,1.72,3.75,0.77
2584,2002/1/28 0:00,1.89,3.64,2.8,1.76,3.72,0.74
2585,2002/1/29 0:00,1.89,3.61,2.79,1.65,3.68,0.7
2586,2002/1/30 0:00,1.88,3.59,2.76,1.55,3.69,0.65
2587,2002/1/31 0:00,1.87,3.57,2.74,1.49,3.66,0.61
2588,2002/2/1 0:00,1.85,3.51,2.62,1.44,3.61,0.2
2589,2002/2/2 0:00,1.84,3.56,2.56,1.37,3.5,0.2
2590,2002/2/3 0:00,1.83,3.49,2.51,1.31,3.47,0.2
2591,2002/2/4 0:00,1.83,3.41,2.52,1.24,3.5,0.2
2592,2002/2/5 0:00,2.57,3.4,2.72,1.17,3.47,0.2
2593,2002/2/6 0:00,2.64,3.3,2.84,1.11,3.41,0.2
2594,2002/2/7 0:00,2.54,3.36,2.73,1.11,3.26,0.23
2595,2002/2/8 0:00,2.24,3.12,2.37,1.11,3.19,0.22
2596,2002/2/9 0:00,2.17,2.92,2.25,1.18,3.06,0.21
2597,2002/2/10 0:00,2.23,2.95,2.1,1.03,2.81,0.2
2598,2002/2/11 0:00,2.34,2.98,1.98,0.9,2.64,0.19
2599,2002/2/12 0:00,2.17,3,1.87,0.85,2.9,0.19
2600,2002/2/13 0:00,2.08,3.01,1.79,0.8,2.82,0.18
2601,2002/2/14 0:00,2.01,3.1,1.83,0.81,2.78,0.19
2602,2002/2/15 0:00,1.94,3.17,1.78,0.79,2.86,0.2
2603,2002/2/16 0:00,1.86,3.13,1.75,0.81,2.97,0.22
2604,2002/2/17 0:00,1.76,2.95,1.73,0.83,3.1,0.23
2605,2002/2/18 0:00,1.73,2.88,1.7,0.84,3.05,0.28
2606,2002/2/19 0:00,1.7,2.86,1.65,0.84,3,0.3
2607,2002/2/20 0:00,1.62,2.86,1.57,0.86,2.94,0.32
2608,2002/2/21 0:00,1.57,2.85,1.5,0.91,2.87,0.42
2609,2002/2/22 0:00,1.65,2.78,1.44,0.91,2.77,0.65
2610,2002/2/23 0:00,1.64,2.81,1.41,0.91,2.68,0.75
2611,2002/2/24 0:00,1.64,2.87,1.41,1.18,2.82,1.03
2612,2002/2/25 0:00,1.64,2.98,1.44,1.43,2.86,1.65
2613,2002/2/26 0:00,1.53,3.01,1.48,1.71,3.05,1.84
2614,2002/2/27 0:00,1.39,3.04,1.51,1.87,3.17,2.03
2615,2002/2/28 0:00,1.36,3.11,1.5,1.82,3.18,2.22
2616,2002/3/1 0:00,1.32,2.93,1.41,1.71,3.16,1.43
2617,2002/3/2 0:00,1.27,2.74,1.36,1.61,3.08,1.23
2618,2002/3/3 0:00,1.22,2.7,1.33,1.28,2.99,0.9
2619,2002/3/4 0:00,1.21,2.66,1.32,1.22,3.04,0.8
2620,2002/3/5 0:00,1.19,2.55,1.31,1.07,3.04,0.2
2621,2002/3/6 0:00,1.18,2.5,1.32,1.08,3.02,0.2
2622,2002/3/7 0:00,1.26,2.51,1.36,1.11,3.04,0.2
2623,2002/3/8 0:00,1.28,2.47,1.34,1.11,3.03,0.2
2624,2002/3/9 0:00,1.3,2.36,1.31,1.12,3.01,0.2
2625,2002/3/10 0:00,1.31,2.27,1.27,1.11,2.84,0.2
2626,2002/3/11 0:00,1.32,2.36,1.16,0.93,2.83,0.68
2627,2002/3/12 0:00,1.31,2.52,1.16,1.11,3.11,0.92
2628,2002/3/13 0:00,1.31,2.8,1.48,1.2,3.45,1.1
2629,2002/3/14 0:00,1.32,2.66,1.37,1.46,3.68,1.23
2630,2002/3/15 0:00,1.4,2.6,1.38,1.61,3.37,1.96
2631,2002/3/16 0:00,1.58,2.55,1.46,1.78,3.15,2.75
2632,2002/3/17 0:00,1.33,2.86,1.48,1.89,3.15,3.24
2633,2002/3/18 0:00,1.3,2.77,1.48,1.62,3.15,2.86
2634,2002/3/19 0:00,1.09,2.73,1.48,1.51,3.13,2.17
2635,2002/3/20 0:00,1.16,2.71,1.46,1.5,3.1,1.85
2636,2002/3/21 0:00,1.2,2.72,1.51,1.48,3.1,1.69
2637,2002/3/22 0:00,1.19,2.66,1.4,1.41,3.05,0.98
2638,2002/3/23 0:00,1.2,2.76,1.38,1.36,3.05,0.84
2639,2002/3/24 0:00,1.2,2.64,1.38,1.31,3.03,0.81
2640,2002/3/25 0:00,1.24,2.6,1.34,1.24,3.01,0.87
2641,2002/3/26 0:00,1.34,2.49,1.22,1.07,2.99,0.78
2642,2002/3/27 0:00,1.34,2.18,1.08,0.96,2.95,0.66
2643,2002/3/28 0:00,1.03,2.28,1.51,1.2,2.9,1.14
2644,2002/3/29 0:00,1.23,2.52,1.38,1.38,2.97,1.43
2645,2002/3/30 0:00,1.14,2.63,1.5,1.46,3.03,1.6
2646,2002/3/31 0:00,1.09,2.5,1.74,1.47,3.3,1.81
2647,2002/4/1 0:00,1.12,2.57,1.57,1.65,3.07,2.07
2648,2002/4/2 0:00,1.1,2.56,1.53,1.94,3.03,2.68
2649,2002/4/3 0:00,1.07,2.59,1.56,2.21,3.06,2.97
2650,2002/4/4 0:00,1.04,2.49,1.7,2.5,3.08,3.26
2651,2002/4/5 0:00,1.01,2.49,1.68,2.54,3.07,3.29
2652,2002/4/6 0:00,1.12,2.62,1.69,2.68,2.93,3.43
2653,2002/4/7 0:00,1.09,2.52,1.45,2.7,3.12,3.73
2654,2002/4/8 0:00,1.15,2.59,1.62,2.81,3.18,4.11
2655,2002/4/9 0:00,1.21,2.62,1.78,2.92,3.24,4.74
2656,2002/4/10 0:00,1.21,2.76,1.98,3.08,3.3,5.33
2657,2002/4/11 0:00,1.31,2.66,1.83,3.09,3.2,5.84
2658,2002/4/12 0:00,1.38,2.61,1.98,3.4,3.44,6.39
2659,2002/4/13 0:00,1.47,2.69,2.09,3.79,3.71,7.05
2660,2002/4/14 0:00,1.5,2.98,2.2,4.2,4.01,7.29
2661,2002/4/15 0:00,1.72,3.25,2.37,4.57,4.32,7.92
2662,2002/4/16 0:00,2.17,3.71,2.62,4.72,4.59,8.26
2663,2002/4/17 0:00,1.29,3.29,2.57,5.3,4.54,8.93
2664,2002/4/18 0:00,1.87,3.47,2.6,5.44,4.42,9.21
2665,2002/4/19 0:00,1.82,3.61,2.5,5.43,4.21,9.35
2666,2002/4/20 0:00,2.09,4.07,2.8,5.41,4.18,9.41
2667,2002/4/21 0:00,2.03,3.9,2.74,5.48,4.18,9.45
2668,2002/4/22 0:00,2.02,3.83,2.93,5.59,4.28,9.15
2669,2002/4/23 0:00,1.95,4.03,3.2,5.71,4.49,9.13
2670,2002/4/24 0:00,1.9,4.24,3.17,5.86,4.78,8.98
2671,2002/4/25 0:00,1.94,4.14,3.13,6.01,4.74,9.01
2672,2002/4/26 0:00,1.8,3.84,3.08,6.49,4.56,9.04
2673,2002/4/27 0:00,1.72,3.84,3.05,6.08,4.68,8.75
2674,2002/4/28 0:00,1.85,3.94,3.13,6.12,4.58,8.65
2675,2002/4/29 0:00,1.96,4.03,3.25,6.16,4.5,8.58
2676,2002/4/30 0:00,2.08,4.14,3.41,6.19,4.46,8.55
2677,2002/5/1 0:00,2.23,4.18,3.42,6.32,4.89,8.5
2678,2002/5/2 0:00,2.13,4.18,3.62,6.57,4.72,8.56
2679,2002/5/3 0:00,2.29,4.53,3.62,6.81,4.85,8.75
2680,2002/5/4 0:00,2.53,4.76,4.23,7.04,5.12,9.11
2681,2002/5/5 0:00,2.76,4.41,3.45,7.31,4.94,9.35
2682,2002/5/6 0:00,2.79,4.47,3.53,7.5,5.16,9.52
2683,2002/5/7 0:00,2.8,4.57,3.67,7.55,5.23,9.68
2684,2002/5/8 0:00,2.46,4.65,3.96,7.58,5.29,9.82
2685,2002/5/9 0:00,2.57,4.75,4.31,7.63,5.38,10
2686,2002/5/10 0:00,2.68,5.17,4.75,8.09,5.37,10.3
2687,2002/5/11 0:00,2.64,5.02,4.72,8.06,5.36,10.41
2688,2002/5/12 0:00,2.57,5.11,4.77,8.14,5.35,10.32
2689,2002/5/13 0:00,2.5,5.21,4.79,8.18,5.37,10.23
2690,2002/5/14 0:00,2.68,5.6,4.81,8.24,5.38,10.2
2691,2002/5/15 0:00,3.12,5.6,5.05,8.72,5.46,10.27
2692,2002/5/16 0:00,3.06,5.4,4.74,8.48,5.54,10.4
2693,2002/5/17 0:00,3.02,5.36,4.92,8.64,5.62,10.42
2694,2002/5/18 0:00,3.09,5.4,4.86,8.67,5.66,10.18
2695,2002/5/19 0:00,3.13,5.51,5.07,8.81,5.76,9.99
2696,2002/5/20 0:00,3.29,5.54,5.16,8.99,6.08,9.89
